MÃ HÀNG,TÊN HÀNG,SL THỰC NHẬN,ĐƠN VỊ,STD GROSSWGT,NSX,HSD,GROUP OF CAGO
20100090,Đường Phèn Vàng Thiên Nhiên 500g,576.0,KG,1.0,15/05/2025,15/05/2027,Natural Rock
20100090,Đường Phèn Vàng Thiên Nhiên 500g,576.0,KG,1.0,15/05/2025,15/05/2027,Natural Rock
20100090,Đường Phèn Vàng Thiên Nhiên 500g,576.0,KG,1.0,15/05/2025,15/05/2027,Natural Rock
20100090,Đường Phèn Vàng Thiên Nhiên 500g,576.0,KG,1.0,15/05/2025,15/05/2027,Natural Rock
20100090,Đường Phèn Vàng Thiên Nhiên 500g,576.0,KG,1.0,15/05/2025,15/05/2027,Natural Rock
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,1.0,HOP,1.02,30/12/2024,31/03/2026,Juice
20100617,Nước hương mía tự nhiên Cane Fresh 355ml,24.0,CHA,0.37065,17/02/2025,17/02/2027,Sugarcane Drinking Water
20100542,Nước dừa Xim thạch dừa tươi chai 350ml,24.0,CHA,0.348262,2024-02-10 00:00:00,2025-02-10 00:00:00,Juice
20100042,Đường mía thiên nhiên Biên Hòa 1kg,44.0,KG,1.0,21/03/2025,21/03/2027,Brown Sugar
20100436,Nước cốt dừa Xim Mom Cooks 400ml,9.0,LON,0.39928,29/08/2024,2026-11-07 00:00:00,Coconut Cooking Cream
20100184,Ðường Biên Hòa Pure 1kg,16.0,KG,1.0,2025-07-03 00:00:00,2029-07-03 00:00:00,RE Sugar
20100041,Đường mía khoáng chất 1kg,9.0,KG,1.0,26/02/2025,26/02/2027,Functional Sugar
20100020,Đường đen nữ hoàng 1kg,4.0,KG,1.0,2025-04-03 00:00:00,2026-04-06 00:00:00,Functional Sugar
20100096,Đường sạch Cô Ba 1kg (Xanh lá),460.0,KG,1.0,31/05/2025,31/05/2027,RS Sugar
20100182,Đường Biên Hòa Pure 500g (không thẻ cào),760.0,KG,1.0,2025-01-06 00:00:00,2029-01-06 00:00:00,RE Sugar
20100182,Đường Biên Hòa Pure 500g (không thẻ cào),14460.0,KG,1.0,31/05/2025,31/05/2029,RE Sugar
20100182,Đường Biên Hòa Pure 500g (không thẻ cào),11480.0,KG,1.0,30/05/2025,30/05/2029,RE Sugar
20100041,Đường mía khoáng chất 1kg,9380.0,KG,1.0,31/05/2025,31/05/2027,Functional Sugar
20100041,Đường mía khoáng chất 1kg,14400.0,KG,1.0,30/05/2025,30/05/2027,Functional Sugar
20100494,Đường kính trắng Coop Happy 2kg,13000.0,KG,1.0,2025-01-06 00:00:00,2027-01-06 00:00:00,RS Sugar
20100096,Đường sạch Cô Ba 1kg (Xanh lá),28640.0,KG,1.0,30/05/2025,30/05/2027,RS Sugar
20100607,Syrup Mía Biên Hòa 400ml,768.0,CHA,0.563764,26/05/2025,26/05/2026,Invert Syrup
20100607,Syrup Mía Biên Hòa 400ml,1560.0,CHA,0.563764,26/05/2025,26/05/2026,Invert Syrup
20100607,Syrup Mía Biên Hòa 400ml,1560.0,CHA,0.563764,26/05/2025,26/05/2026,Invert Syrup
20100607,Syrup Mía Biên Hòa 400ml,1560.0,CHA,0.563764,26/05/2025,26/05/2026,Invert Syrup
20100607,Syrup Mía Biên Hòa 400ml,1560.0,CHA,0.563764,26/05/2025,26/05/2026,Invert Syrup
20100608,Syrup Mía Biên Hòa 700ml,744.0,CHA,0.979428,26/05/2025,26/05/2026,Invert Syrup
20100608,Syrup Mía Biên Hòa 700ml,864.0,CHA,0.979428,26/05/2025,26/05/2026,Invert Syrup
20100608,Syrup Mía Biên Hòa 700ml,864.0,CHA,0.979428,26/05/2025,26/05/2026,Invert Syrup
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,10050.0,KG,1.0,31/05/2025,31/05/2027,RE Sugar
20100261,KTM Blue Refined Sugar (Origin: Indonesia),14500.0,KG,1.0,18/09/2024,18/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),177900.0,KG,1.0,13/09/2024,13/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),81600.0,KG,1.0,13/09/2024,13/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),10558.9,KG,1.0,21/09/2024,21/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),106650.0,KG,1.0,27/04/2024,27/04/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),100000.0,KG,1.0,13/09/2024,13/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),23750.0,KG,1.0,28/04/2024,28/04/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),11450.0,KG,1.0,26/09/2024,26/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),86900.0,KG,1.0,26/09/2024,26/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),32000.0,KG,1.0,26/09/2024,26/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),25500.0,KG,1.0,21/09/2024,21/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),41950.0,KG,1.0,26/09/2024,26/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),84650.0,KG,1.0,21/09/2024,21/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),79750.0,KG,1.0,18/09/2024,18/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),200.0,KG,1.0,26/09/2024,26/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),21500.0,KG,1.0,26/09/2024,26/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),1141.1,KG,1.0,26/09/2024,26/09/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),100000.0,KG,1.0,13/09/2024,13/09/2026,RE Sugar (IM)
20100076,Đường Phèn Biên Hòa Pro 50kg,6650.0,KG,1.0,28/05/2025,28/05/2027,Monorock
20100020,Đường đen nữ hoàng 1kg,7220.0,KG,1.0,26/05/2025,25/08/2026,Functional Sugar
20100096,Đường sạch Cô Ba 1kg (Xanh lá),20.0,TUI,1.0,15/03/2025,15/03/2027,RS Sugar
20100425,Đường mía lỏng Biên Hòa 4.8L,0.0,CHA,6.40476,2025-02-05 00:00:00,2026-02-05 00:00:00,Invert Syrup
20100184,Ðường Biên Hòa Pure 1kg,0.0,KG,1.0,2025-11-04 00:00:00,2029-11-04 00:00:00,RE Sugar
20100592,Đường thanh thiên nhiên Biên Hòa Hộp 500g,600.0,KG,1.0,2025-01-06 00:00:00,2026-01-06 00:00:00,Bar Sugar
20100592,Đường thanh thiên nhiên Biên Hòa Hộp 500g,612.0,KG,1.0,2025-01-06 00:00:00,2026-01-06 00:00:00,Bar Sugar
20100007,Ðường Biên Hòa Joy Stick 6g (túi 600g),68.4,TUI,1.0,13/04/2025,2029-12-04 00:00:00,Functional Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,22000.0,KG,1.0,2025-04-06 00:00:00,2027-04-06 00:00:00,Brown Sugar
20100494,Đường kính trắng Coop Happy 2kg,14060.0,KG,1.0,2025-04-06 00:00:00,2027-04-06 00:00:00,RS Sugar
20100417,Đường sạch Cô Ba 12kg (xanh lá),37152.0,KG,1.0,2025-04-06 00:00:00,2027-04-06 00:00:00,RS Sugar
20100184,Ðường Biên Hòa Pure 1kg,21440.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,RE Sugar
20100096,Đường sạch Cô Ba 1kg (Xanh lá),16400.0,KG,1.0,2025-04-06 00:00:00,2027-04-06 00:00:00,RS Sugar
20100541,Nước dừa Xim chai 350ml,0.0,CHA,0.348602,2024-02-04 00:00:00,2025-02-04 00:00:00,Juice
20100617,Nước hương mía tự nhiên Cane Fresh 355ml,288.0,CHA,0.37065,19/02/2025,19/02/2027,Sugarcane Drinking Water
20100251,Đường đen Biên Hòa 50kg,3000.0,KG,1.0,18/05/2025,18/11/2025,Functional Sugar
20100184,Ðường Biên Hòa Pure 1kg,200.0,TUI,1.0,2024-11-08 00:00:00,2028-11-08 00:00:00,RE Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,22000.0,KG,1.0,2025-05-06 00:00:00,2027-05-06 00:00:00,Brown Sugar
20100417,Đường sạch Cô Ba 12kg (xanh lá),76896.0,KG,1.0,2025-04-06 00:00:00,2027-04-06 00:00:00,RS Sugar
20100184,Ðường Biên Hòa Pure 1kg,61120.0,KG,1.0,2025-05-06 00:00:00,2029-05-06 00:00:00,RE Sugar
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,53.0,HOP,1.02,30/12/2024,31/03/2026,Juice
20100237,"Nước mía không ngọt Miqua 355ml, thùng 24 chai",24.0,CHA,0.355,29/08/2024,2025-09-03 00:00:00,Miaqua Water
25000016,Nước Dừa Cocoxim Dứa Non 330 Ml,16.0,HOP,0.34023,2025-12-03 00:00:00,2026-11-06 00:00:00,Juice
25000011,Nước dừa đóng hộp Cocoxim Organic 330ml,6.0,HOP,0.34,28/02/2025,30/05/2026,Juice
25000006,Nước Dừa Đóng Hộp Loại Xiêm Tắc 330ml,9.0,HOP,0.34023,2025-05-03 00:00:00,2026-04-06 00:00:00,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,6.0,HOP,0.34023,2025-07-03 00:00:00,2026-06-06 00:00:00,Juice
25000027,Nước dừa đóng hộp loại Xiêm Sen 1L,32.0,HOP,1.03,2024-05-09 00:00:00,2025-04-11 00:00:00,Juice
20100541,Nước dừa Xim chai 350ml,49.0,CHA,0.348602,27/06/2024,2024-12-12 00:00:00,Juice
20100542,Nước dừa Xim thạch dừa tươi chai 350ml,51.0,CHA,0.348262,2024-02-10 00:00:00,2025-02-10 00:00:00,Juice
20100042,Đường mía thiên nhiên Biên Hòa 1kg,11.0,KG,1.0,20/04/2025,20/04/2027,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,1.0,KG,1.0,2025-03-04 00:00:00,2029-03-04 00:00:00,RE Sugar
20100075,Đường Phèn Biên Hòa Pro 500g,1.5,KG,1.0,2024-09-10 00:00:00,2026-10-09 00:00:00,Monorock
20100476,Nước cốt dừa XIM - Chef's Choice 1L,6.0,HOP,0.986,2025-04-03 00:00:00,2026-03-09 00:00:00,Coconut Cooking Cream
20100608,Syrup Mía Biên Hòa 700ml,12.0,CHA,0.979428,15/04/2025,15/04/2026,Invert Syrup
20100586,Nước tăng lực C Nhân sâm 240ml,18.0,LON,0.2448,2024-12-08 00:00:00,2025-12-08 00:00:00,Energy Drink
20100495,Đường mía lỏng Biên Hoà 700ml,39.0,CHA,0.934028,2024-03-09 00:00:00,2025-09-03 00:00:00,Invert Syrup
20100476,Nước cốt dừa XIM - Chef's Choice 1L,10.0,HOP,0.986,2025-10-04 00:00:00,2026-10-10 00:00:00,Coconut Cooking Cream
20100020,Đường đen nữ hoàng 1kg,1.0,KG,1.0,19/05/2025,19/08/2026,Functional Sugar
20100607,Syrup Mía Biên Hòa 400ml,7.0,CHA,0.563764,22/04/2025,22/04/2026,Invert Syrup
20100436,Nước cốt dừa Xim Mom Cooks 400ml,6.0,LON,0.39928,29/08/2024,2026-11-07 00:00:00,Coconut Cooking Cream
20100423,Đường Biên Hòa Pure 300g,59.7,KG,1.0,2022-04-10 00:00:00,2026-04-10 00:00:00,RE Sugar
20100041,Đường mía khoáng chất 1kg,6.0,KG,1.0,25/03/2025,25/03/2027,Functional Sugar
20100581,Syrup Đường Đen Nữ Hoàng 700ml,3.0,CHA,0.96,18/03/2025,18/06/2026,Invert Syrup
20100496,Đường mía lỏng Biên Hoà 400ml,4.0,CHA,0.533484,2025-06-02 00:00:00,2026-06-02 00:00:00,Invert Syrup
20100580,Nước màu dừa Xim Mom Cooks 135g,1.0,CHA,0.135,2024-01-06 00:00:00,30/11/2025,Caramelized
20100494,Đường kính trắng Coop Happy 2kg,20500.0,KG,1.0,2025-05-06 00:00:00,2027-05-06 00:00:00,RS Sugar
20100075,Đường Phèn Biên Hòa Pro 500g,156.0,KG,1.0,19/05/2025,19/05/2027,Monorock
20100246,Nước màu Bếp Xưa,2064.0,CHA,0.21,19/05/2025,19/05/2027,Caramelized
20100054,Đường Organic Biên Hòa 400g,279.6,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),138.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100043,Đường mía thượng hạng Biên Hòa 1Kg,1.0,TUI,1.0,2024-12-10 00:00:00,2026-12-10 00:00:00,RE Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,0.5,TUI,1.0,2024-04-10 00:00:00,2026-10-04 00:00:00,Functional Sugar
20100054,Đường Organic Biên Hòa 400g,0.4,TUI,1.0,26/12/2023,25/12/2026,Organic Sugar
20100044,Đường mía thượng hạng Biên Hòa 500g,5.5,TUI,1.0,2024-05-08 00:00:00,15/07/2028,RE Sugar
20100039,Đường mía cao cấp Biên Hòa 1kg,15.0,TUI,1.0,2024-03-10 00:00:00,2026-03-10 00:00:00,RS Sugar
20100041,Đường mía khoáng chất 1kg,15.0,TUI,1.0,2024-10-08 00:00:00,2026-10-08 00:00:00,Functional Sugar
20100043,Đường mía thượng hạng Biên Hòa 1Kg,20.0,TUI,1.0,16/04/2024,26/03/2028,RE Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,25.0,TUI,1.0,14/10/2024,14/10/2026,Brown Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),372.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100101,Đường Sticksu 6g,180.0,KG,1.0,2025-12-05 00:00:00,2029-12-05 00:00:00,Functional Sugar
20100542,Nước dừa Xim thạch dừa tươi chai 350ml,72.0,CHA,0.348262,25/02/2025,25/02/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,420.0,HOP,1.02,27/05/2025,26/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,156.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,444.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,420.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,27/05/2025,26/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,27/05/2025,26/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,27/05/2025,26/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,30/05/2025,29/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000027,Nước dừa đóng hộp loại Xiêm Sen 1L,240.0,HOP,1.03,22/05/2025,21/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,732.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,708.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000027,Nước dừa đóng hộp loại Xiêm Sen 1L,840.0,HOP,1.03,22/05/2025,21/08/2026,Juice
25000027,Nước dừa đóng hộp loại Xiêm Sen 1L,840.0,HOP,1.03,22/05/2025,21/08/2026,Juice
25000027,Nước dừa đóng hộp loại Xiêm Sen 1L,840.0,HOP,1.03,22/05/2025,21/08/2026,Juice
25000027,Nước dừa đóng hộp loại Xiêm Sen 1L,840.0,HOP,1.03,22/05/2025,21/08/2026,Juice
25000027,Nước dừa đóng hộp loại Xiêm Sen 1L,840.0,HOP,1.03,22/05/2025,21/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,29/05/2025,28/08/2026,Juice
20100643,Đường trắng Happy Price Mega Market 25kg,25.0,KG,1.0,20/05/2025,20/05/2027,RS Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,3000.0,KG,1.0,2025-06-06 00:00:00,2027-06-06 00:00:00,Brown Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,19000.0,KG,1.0,2025-06-06 00:00:00,2027-06-06 00:00:00,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,1640.0,KG,1.0,2025-05-06 00:00:00,2029-05-06 00:00:00,RE Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,2120.0,KG,1.0,28/05/2025,28/05/2027,Brown Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,4750.0,KG,1.0,2025-10-04 00:00:00,2027-10-04 00:00:00,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,21250.0,KG,1.0,2025-10-04 00:00:00,2027-10-04 00:00:00,RE Sugar
20100243,Đường Phèn Cô Ba Vàng 1kg,280.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100243,Đường Phèn Cô Ba Vàng 1kg,900.0,KG,1.0,20/05/2025,20/05/2027,Monorock
20100184,Ðường Biên Hòa Pure 1kg,62240.0,KG,1.0,2025-06-06 00:00:00,2029-06-06 00:00:00,RE Sugar
20100096,Đường sạch Cô Ba 1kg (Xanh lá),1640.0,KG,1.0,2025-05-06 00:00:00,2027-05-06 00:00:00,RS Sugar
20100096,Đường sạch Cô Ba 1kg (Xanh lá),20.0,TUI,1.0,2024-02-07 00:00:00,2026-02-07 00:00:00,RS Sugar
20100054,Đường Organic Biên Hòa 400g,510.6,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100246,Nước màu Bếp Xưa,2544.0,CHA,0.21,19/05/2025,19/05/2027,Caramelized
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),129.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100020,Đường đen nữ hoàng 1kg,3840.0,KG,1.0,26/05/2025,25/08/2026,Functional Sugar
20100020,Đường đen nữ hoàng 1kg,6120.0,KG,1.0,2025-05-06 00:00:00,2026-05-09 00:00:00,Functional Sugar
20100620,Đường mía thiên nhiên Biên Hòa 500g,6500.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100620,Đường mía thiên nhiên Biên Hòa 500g,12000.0,KG,1.0,2025-08-06 00:00:00,2027-08-06 00:00:00,Brown Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,1000.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,1640.0,KG,1.0,2025-07-06 00:00:00,2029-07-06 00:00:00,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,17920.0,KG,1.0,2025-08-06 00:00:00,2029-08-06 00:00:00,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,22440.0,KG,1.0,2025-07-06 00:00:00,2029-07-06 00:00:00,RE Sugar
